,Image_name,Card-set,Card_number,Rarity,Card_name,Card type,Attribute,Types,Level,Attack,Defense
183,MAGO-EN023 PGR.png,Maximum Gold,MAGO-EN023,Premium Gold Rare,Parlor Dragonmaid,Monster,WIND,Dragon / Effect,3,500,1700
184,GFP2-EN030 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN030,Ultra Rare,Motor Shell,Monster,DARK,Machine / Effect,4,1300,1800
185,LON-005 SP.png,Labyrinth of Nightmare,LON-005,Short Print,Humanoid Worm Drake,Monster,WATER,Aqua / Fusion,7,2200,2000
186,INOV-EN033 SR.png,Invasion: Vengeance,INOV-EN033,Super Rare,Torque Tune Gear,Monster,LIGHT,Machine / Union / Tuner / Effect,1,0,0
187,DIFO-EN086 SR.png,Dimension Force,DIFO-EN086,Super Rare,Libromancer Mystigirl,Monster,LIGHT,Fairy / Ritual / Effect,4,1400,2100
188,BACH-EN004 ScR.png,Battle of Chaos,BACH-EN004,Secret Rare,Blue-Eyes Jet Dragon,Monster,LIGHT,Dragon / Effect,8,3000,0
189,ABPF-EN002 C.png,Absolute Powerforce,ABPF-EN002,Common,Bicular,Monster,EARTH,Machine / Effect,2,200,200
190,DCR-025 R.png,Dark Crisis,DCR-025,Rare,Fear from the Dark,Monster,DARK,Zombie / Effect,4,1700,1500
191,BLVO-EN025 SR.png,Blazing Vortex,BLVO-EN025,Super Rare,Ancient Warriors - Rebellious Lu Feng,Monster,DARK,Beast-Warrior / Effect,8,2800,2200
192,LON-060 C.png,Labyrinth of Nightmare,LON-060,Common,Lightning Conger,Monster,WATER,Thunder,3,350,750
193,EXFO-EN015 C.png,Extreme Force,EXFO-EN015,Common,Mekk-Knight Green Horizon,Monster,LIGHT,Psychic / Effect,6,2100,1600
194,ABYR-EN096 C.png,Abyss Rising,ABYR-EN096,Common,Fishborg Launcher,Monster,WATER,Fish / Tuner / Effect,1,200,100
195,LON-032 C.png,Labyrinth of Nightmare,LON-032,Common,Amazoness Archer,Monster,EARTH,Warrior / Effect,4,1400,1000
196,GAOV-EN019 SR.png,Galactic Overlord,GAOV-EN019,Super Rare,Hieratic Dragon of Gebeb,Monster,LIGHT,Dragon / Effect,4,1800,400
197,SHVI-EN047 UR.png,Shining Victories,SHVI-EN047,Ultra Rare,Lunalight Panther Dancer,Monster,DARK,Beast-Warrior / Fusion / Effect,8,2800,2500
198,RATE-EN023 C.png,Raging Tempest,RATE-EN023,Common,Shinobird Crane,Monster,WIND,Winged Beast / Spirit / Effect,4,1500,1500
199,SHVI-EN036 SR.png,Shining Victories,SHVI-EN036,Super Rare,Red-Eyes Toon Dragon,Monster,DARK,Dragon / Toon / Effect,7,2400,2000
200,CBLZ-EN005 R.png,Cosmo Blazer,CBLZ-EN005,Rare,ZW - Lightning Blade,Monster,LIGHT,Beast / Effect,5,1200,2000
201,CORE-EN036 UR.png,Clash of Rebellions,CORE-EN036,Ultra Rare,Aromage Rosemary,Monster,WATER,Plant / Effect,4,1800,700
202,BODE-EN031 C.png,Burst of Destiny,BODE-EN031,Common,Fengli the Soldrapom,Monster,FIRE,Plant / Tuner / Effect,1,800,0
203,TAEV-EN029 C.png,Tactical Evolution,TAEV-EN029,Common,Gravitic Orb,Monster,DARK,Fiend / Effect,3,1100,700
204,ANPR-EN017 UR.png,Ancient Prophecy,ANPR-EN017,Ultra Rare,Earthbound Immortal Chacu Challhua,Monster,DARK,Fish / Effect,10,2900,2400
205,PGD-013 R.png,Pharaonic Guardian,PGD-013,Rare,Moisture Creature,Monster,LIGHT,Fairy / Effect,9,2800,2900
206,GLAS-EN002 C.png,Gladiator's Assault,GLAS-EN002,Common,Cloudian - Smoke Ball,Monster,WATER,Fairy,1,200,600
207,SECE-EN016 C.png,Secrets of Eternity,SECE-EN016,Common,Infernoid Piaty,Monster,FIRE,Fiend / Effect,5,2200,0
208,STBL-EN087 R.png,Starstrike Blast,STBL-EN087,Rare,Koa'ki Meiru Wall,Monster,EARTH,Rock / Effect,4,1900,1200
209,RATE-EN026 R.png,Raging Tempest,RATE-EN026,Rare,Spiritual Beast Tamer Winda,Monster,WIND,Psychic / Effect,4,1600,1800
210,FOTB-EN002 C.png,Force of the Breaker,FOTB-EN002,Common,Crystal Beast Amethyst Cat,Monster,EARTH,Beast / Effect,3,1200,400
211,DUEA-EN049 UR.png,Duelist Alliance,DUEA-EN049,Ultra Rare,El Shaddoll Construct,Monster,LIGHT,Fairy / Fusion / Effect,8,2800,2500
212,SAST-EN000 UR.png,Savage Strike,SAST-EN000,Ultra Rare,Danger! Ogopogo!,Monster,DARK,Sea Serpent / Effect,8,1200,3000
213,CYHO-EN006 C.png,Cybernetic Horizon,CYHO-EN006,Common,Crusadia Reclusia,Monster,FIRE,Spellcaster / Effect,3,400,2000
214,JOTL-EN022 R.png,Judgment of the Light,JOTL-EN022,Rare,Mecha Phantom Beast Warbluran,Monster,WIND,Machine / Tuner / Effect,1,300,300
215,LTGY-EN023 C.png,Lord of the Tachyon Galaxy,LTGY-EN023,Common,Mecha Phantom Beast Blackfalcon,Monster,WIND,Machine / Effect,4,1200,1700
216,EXVC-EN097 ScR.png,Extreme Victory,EXVC-EN097,Secret Rare,Scrap Orthros,Monster,EARTH,Beast / Tuner / Effect,4,1700,1100
217,SHVI-EN030 ScR.png,Shining Victories,SHVI-EN030,Secret Rare,Amorphage Sloth,Monster,EARTH,Dragon / Pendulum / Effect,6,2250,0
218,EXVC-EN007 C.png,Extreme Victory,EXVC-EN007,Common,Clock Resonator,Monster,EARTH,Fiend / Tuner / Effect,3,1200,600
219,ORCS-EN018 C.png,Order of Chaos,ORCS-EN018,Common,Inzektor Ant,Monster,DARK,Insect / Effect,3,200,600
220,AST-005 C.png,Ancient Sanctuary,AST-005,Common,Metal Armored Bug,Monster,EARTH,Insect / Normal,8,2800,1500
221,ROTD-EN093 SR.png,Rise of the Duelist,ROTD-EN093,Super Rare,Rampaging Smashtank Rhynosaber,Monster,FIRE,Machine / Synchro / Effect,7,2400,2100
222,ORCS-EN026 R.png,Order of Chaos,ORCS-EN026,Rare,Evoltile Casinerio,Monster,FIRE,Reptile / Effect,3,1600,400
223,CHIM-EN086 SR.png,Chaos Impact,CHIM-EN086,Super Rare,"Phantasos, the Dream Mirror Foe",Monster,DARK,Beast-Warrior / Effect,4,1900,900
224,ETCO-EN097 SR.png,Eternity Code,ETCO-EN097,Super Rare,Gatchiri @Ignister,Monster,EARTH,Cyberse / Effect,8,0,3000
225,BLVO-EN010 SR.png,Blazing Vortex,BLVO-EN010,Super Rare,Tri-Brigade Kitt,Monster,FIRE,Beast / Effect,2,700,1000
226,FLOD-EN028 C.png,Flames of Destruction,FLOD-EN028,Common,Watch Cat,Monster,EARTH,Beast / Effect,1,0,1800
227,CYHO-EN010 SR.png,Cybernetic Horizon,CYHO-EN010,Super Rare,Crusadia Maximus,Monster,LIGHT,Psychic / Effect,4,1600,1000
228,PTDN-EN081 ScR.png,Phantom Darkness,PTDN-EN081,Secret Rare,Darklord Zerato,Monster,DARK,Fairy / Effect,8,2800,2300
229,PRIO-EN022 C.png,Primal Origin,PRIO-EN022,Common,Ghostrick Doll,Monster,DARK,Spellcaster / Effect,2,300,1200
230,LON-031 C.png,Labyrinth of Nightmare,LON-031,Common,The Unfriendly Amazon,Monster,EARTH,Warrior / Effect,4,2000,1000
231,MRL-075 R.png,Spell Ruler,MRL-075,Rare,Hyozanryu,Monster,LIGHT,Dragon / Normal,7,2100,2800
232,CROS-EN044 ScR.png,Crossed Souls,CROS-EN044,Secret Rare,El Shaddoll Anoyatyllis,Monster,WATER,Fiend / Fusion / Effect,9,2700,2000
233,ANPR-EN002 C.png,Ancient Prophecy,ANPR-EN002,Common,Sunny Pixie,Monster,LIGHT,Spellcaster / Tuner,1,300,400
234,CRV-EN032 R.png,Cybernetic Revolution,CRV-EN032,Rare,D.D.M. - Different Dimension Master,Monster,LIGHT,Spellcaster / Effect,5,1700,1500
235,DREV-EN099 ScR.png,Duelist Revolution,DREV-EN099,Secret Rare,Stygian Street Patrol,Monster,DARK,Fiend / Effect,4,1600,1200
236,JOTL-EN093 ScR.png,Judgment of the Light,JOTL-EN093,Secret Rare,Coach Soldier Wolfbark,Monster,FIRE,Beast-Warrior / Effect,4,1600,1200
237,DCR-067 C.png,Dark Crisis,DCR-067,Common,Vilepawn Archfiend,Monster,EARTH,Fiend / Effect,2,1200,200
238,GFP2-EN054 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN054,Ultra Rare,The Agent of Entropy - Uranus,Monster,DARK,Fairy / Tuner / Effect,5,2200,1200
239,CIBR-EN095 C.png,Circuit Break,CIBR-EN095,Common,Amazoness Empress,Monster,EARTH,Warrior / Fusion / Effect,8,2800,2400
240,STBL-EN025 C.png,Starstrike Blast,STBL-EN025,Common,Scrap Searcher,Monster,EARTH,Winged Beast / Effect,1,100,300
241,TAEV-EN006 ScR.png,Tactical Evolution,TAEV-EN006,Secret Rare,Rainbow Dragon,Monster,LIGHT,Dragon / Effect,10,4000,0
242,SOI-EN017 C.png,Shadow of Infinity,SOI-EN017,Common,Tenkabito Shien,Monster,FIRE,Pyro / Effect,4,1500,1000
243,PTDN-EN032 C.png,Phantom Darkness,PTDN-EN032,Common,Imprisoned Queen Archfiend,Monster,DARK,Fiend / Effect,8,2600,1700
244,STBL-EN096 ScR.png,Starstrike Blast,STBL-EN096,Secret Rare,The Fabled Rubyruda,Monster,LIGHT,Beast / Tuner,4,1100,800
245,ORCS-EN039 UR.png,Order of Chaos,ORCS-EN039,Ultra Rare,Twin Photon Lizard,Monster,LIGHT,Dragon / Fusion / Effect,6,2400,1000
246,SOVR-EN010 R.png,Stardust Overdrive,SOVR-EN010,Rare,Fortune Lady Water,Monster,WATER,Spellcaster / Effect,4,0,0
247,DAMA-EN021 C.png,Dawn of Majesty,DAMA-EN021,Common,Alien Stealthbuster,Monster,LIGHT,Reptile / Effect,4,1700,1500
248,RGBT-EN037 C.png,Raging Battle,RGBT-EN037,Common,Lava Dragon,Monster,FIRE,Dragon / Effect,4,1600,1200
249,25TH-EN001 UR.png,Battle of Chaos,25TH-EN001,Ultra Rare,Dark Magician,Monster,DARK,Spellcaster / Normal,7,2500,2100
250,LTGY-EN093 SR.png,Lord of the Tachyon Galaxy,LTGY-EN093,Super Rare,Constellar Sombre,Monster,LIGHT,Fairy / Effect,4,1550,1600
251,LED8-EN042 C.png,Legendary Duelists: Synchro Storm,LED8-EN042,Common,Lyrilusc - Cobalt Sparrow,Monster,WIND,Winged Beast / Effect,1,0,100
252,CDIP-EN024 R.png,Cyberdark Impact,CDIP-EN024,Rare,Vanity's Ruler,Monster,LIGHT,Fairy / Effect,8,2500,1600
253,PHSW-EN032 SP.png,Photon Shockwave,PHSW-EN032,Short Print,Rodenut,Monster,EARTH,Beast / Effect,1,100,100
254,SECE-EN009 C.png,Secrets of Eternity,SECE-EN009,Common,Superheavy Samurai Soulpiercer,Monster,EARTH,Machine / Effect,4,1200,0
255,IOC-075 UR.png,Invasion of Chaos,IOC-075,Ultra Rare,Black Tyranno,Monster,EARTH,Dinosaur / Effect,7,2600,1800
256,DIFO-EN100 StR.png,Dimension Force,DIFO-EN100,Starlight Rare,Ghost Belle & Haunted Mansion,Monster,EARTH,Zombie / Tuner / Effect,3,0,1800
257,GAOV-EN096 C.png,Galactic Overlord,GAOV-EN096,Common,Doom Donuts,Monster,DARK,Fiend / Effect,1,0,0
258,TDGS-EN022 C.png,The Duelist Genesis,TDGS-EN022,Common,Telekinetic Shocker,Monster,EARTH,Psychic / Effect,4,1700,700
259,CHIM-EN010 ScR.png,Chaos Impact,CHIM-EN010,Secret Rare,Unchained Soul of Disaster,Monster,DARK,Fiend / Effect,8,0,3000
260,LTGY-EN024 C.png,Lord of the Tachyon Galaxy,LTGY-EN024,Common,Mecha Phantom Beast Stealthray,Monster,WIND,Machine / Effect,3,100,2100
261,ABPF-EN040 UR.png,Absolute Powerforce,ABPF-EN040,Ultra Rare,Majestic Red Dragon,Monster,DARK,Dragon / Synchro / Effect,10,4000,3000
262,CROS-EN047 SR.png,Crossed Souls,CROS-EN047,Super Rare,"Chaofeng, Phantom of the Yang Zing",Monster,LIGHT,Wyrm / Synchro / Effect,9,2800,2200
263,LTGY-EN036 R.png,Lord of the Tachyon Galaxy,LTGY-EN036,Rare,Altitude Knight,Monster,WIND,Warrior / Effect,4,1400,1200
264,ROTD-EN016 C.png,Rise of the Duelist,ROTD-EN016,Common,Melffy Rabby,Monster,EARTH,Beast / Normal,2,0,2100
265,ABYR-EN092 C.png,Abyss Rising,ABYR-EN092,Common,Ape Magician,Monster,DARK,Beast / Effect,3,800,1200
266,IGAS-EN028 C.png,Ignition Assault,IGAS-EN028,Common,Obsessive Uvualoop,Monster,EARTH,Fiend / Tuner / Effect,4,1200,1800
267,BACH-EN008 SR.png,Battle of Chaos,BACH-EN008,Super Rare,Icejade Creation Kingfisher,Monster,WATER,Aqua / Effect,9,2500,2500
268,MAGO-EN012 PGR artwork2.png,Maximum Gold,MAGO-EN012,Premium Gold Rare,Ghost Belle & Haunted Mansion,Monster,EARTH,Zombie / Tuner / Effect,3,0,1800
269,REDU-EN018 C.png,Return of the Duelist,REDU-EN018,Common,Strength of Prophecy,Monster,FIRE,Spellcaster / Effect,4,1500,1400
270,NECH-EN044 SP.png,The New Challengers,NECH-EN044,Short Print,Scrounging Goblin,Monster,EARTH,Fiend / Effect,4,1000,2000
271,PGD-060 C.png,Pharaonic Guardian,PGD-060,Common,Gravekeeper's Curse,Monster,DARK,Spellcaster / Effect,3,800,800
272,JOTL-EN015 C.png,Judgment of the Light,JOTL-EN015,Common,Schwarzschild Limit Dragon,Monster,DARK,Dragon / Effect,8,2000,0
273,TDIL-EN050 UR.png,The Dark Illusion,TDIL-EN050,Ultra Rare,Tyrant Red Dragon Archfiend,Monster,DARK,Dragon / Synchro / Effect,10,3500,3000
274,STOR-EN014 C.png,Storm of Ragnarok,STOR-EN014,Common,Ljosalf of the Nordic Alfar,Monster,LIGHT,Spellcaster / Effect,4,1400,1200
275,LOB-102 R.png,Legend of Blue Eyes White Dragon,LOB-102,Rare,Metal Dragon,Monster,WIND,Machine / Fusion,6,1850,1700
276,SOI-EN012 C.png,Shadow of Infinity,SOI-EN012,Common,Machine King Prototype,Monster,EARTH,Machine / Effect,3,1600,1500
277,CORE-EN004 SR.png,Clash of Rebellions,CORE-EN004,Super Rare,Xiangsheng Magician,Monster,LIGHT,Spellcaster / Pendulum / Effect,4,500,1500
278,RGBT-EN009 C.png,Raging Battle,RGBT-EN009,Common,Evil Thorn,Monster,DARK,Plant / Effect,1,100,300
279,RDS-EN032 R.png,Rise of Destiny,RDS-EN032,Rare,Dekoichi the Battlechanted Locomotive,Monster,DARK,Machine / Flip / Effect,4,1400,1000
280,DOCS-EN099 R.png,Dimension of Chaos,DOCS-EN099,Rare,D/D/D Oblivion King Abyss Ragnarok,Monster,DARK,Fiend / Pendulum / Effect,8,2200,3000
281,REDU-EN011 C.png,Return of the Duelist,REDU-EN011,Common,Chronomaly Golden Jet,Monster,LIGHT,Machine / Effect,4,1300,1400
282,SOVR-EN031 C.png,Stardust Overdrive,SOVR-EN031,Common,Woodland Archer,Monster,EARTH,Beast-Warrior / Effect,3,1400,1300
283,DCR-024 SP.png,Dark Crisis,DCR-024,Short Print,Maju Garzett,Monster,DARK,Fiend / Effect,7,0,0
284,SOVR-EN028 SR.png,Stardust Overdrive,SOVR-EN028,Super Rare,Koa'ki Meiru Rooklord,Monster,EARTH,Warrior / Effect,7,2800,2200
285,SOVR-EN032 SR.png,Stardust Overdrive,SOVR-EN032,Super Rare,Knight of the Red Lotus,Monster,FIRE,Warrior / Effect,6,2100,1800
286,CSOC-EN013 C.png,Crossroads of Chaos,CSOC-EN013,Common,Gadget Hauler,Monster,EARTH,Machine / Effect,6,1300,0
287,LOB-024 C.png,Legend of Blue Eyes White Dragon,LOB-024,Common,Petit Dragon,Monster,WIND,Dragon,2,600,700
288,SOD-EN005 R.png,Soul of the Duelist,SOD-EN005,Rare,Ultimate Insect LV1,Monster,WIND,Insect / Effect,1,0,0
289,GFP2-EN063 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN063,Ultra Rare,Inzektor Giga-Mantis,Monster,DARK,Insect / Effect,6,2400,0
290,LODT-EN006 R.png,Light of Destruction,LODT-EN006,Rare,Jinzo - Returner,Monster,DARK,Machine / Effect,3,600,1400
291,DCR-001 C.png,Dark Crisis,DCR-001,Common,Battle Footballer,Monster,FIRE,Machine,4,1000,2100
292,SOFU-EN028 ScR.png,Soul Fusion,SOFU-EN028,Secret Rare,Condemned Witch,Monster,DARK,Fairy / Effect,4,100,2000
293,BOSH-EN051 R.png,Breakers of Shadow,BOSH-EN051,Rare,Goyo King,Monster,EARTH,Warrior / Synchro / Effect,8,2800,2000
294,TLM-EN010 SR.png,The Lost Millennium,TLM-EN010,Super Rare,Ultimate Insect LV7,Monster,WIND,Insect / Effect,7,2600,1200
295,RATE-EN090 C.png,Raging Tempest,RATE-EN090,Common,Symphonic Warrior Guitaar,Monster,WIND,Machine / Pendulum / Effect,3,1500,100
296,JOTL-EN098 C.png,Judgment of the Light,JOTL-EN098,Common,Kujakujaku,Monster,WIND,Winged Beast / Effect,3,1200,900
297,PRIO-EN023 C.png,Primal Origin,PRIO-EN023,Common,Ghostrick Warwolf,Monster,DARK,Zombie / Effect,3,1400,1500
298,CSOC-EN026 C.png,Crossroads of Chaos,CSOC-EN026,Common,Horseytail,Monster,WIND,Plant / Effect,2,400,500
299,EXVC-EN091 SR.png,Extreme Victory,EXVC-EN091,Super Rare,Lancer Dragonute,Monster,DARK,Dragon / Effect,4,1500,1800
300,PHSW-EN094 C.png,Photon Shockwave,PHSW-EN094,Common,Laval Lancelord,Monster,FIRE,Warrior / Effect,6,2100,200
301,DOCS-EN012 C.png,Dimension of Chaos,DOCS-EN012,Common,D/D Necro Slime,Monster,DARK,Fiend / Effect,1,300,300
302,SOI-EN028 R.png,Shadow of Infinity,SOI-EN028,Rare,Princess Curran,Monster,DARK,Spellcaster / Effect,4,2000,0
303,ABPF-EN009 C.png,Absolute Powerforce,ABPF-EN009,Common,Power Invader,Monster,DARK,Fiend / Effect,5,2200,0
304,PHRA-EN004 C.png,Phantom Rage,PHRA-EN004,Common,Raidraptor - Heel Eagle,Monster,DARK,Winged Beast / Effect,3,700,700
305,TAEV-EN011 C.png,Tactical Evolution,TAEV-EN011,Common,Chrysalis Mole,Monster,EARTH,Rock / Effect,2,700,100
306,CBLZ-EN090 C.png,Cosmo Blazer,CBLZ-EN090,Common,Crimson Sunbird,Monster,FIRE,Winged Beast / Fusion,6,2300,1800
307,SOVR-EN081 UR.png,Stardust Overdrive,SOVR-EN081,Ultra Rare,Koa'ki Meiru Maximus,Monster,WIND,Dragon / Effect,8,3000,2500
308,GAOV-EN011 C.png,Galactic Overlord,GAOV-EN011,Common,Phantom Bounzer,Monster,DARK,Warrior / Effect,6,2400,1200
309,SOFU-EN024 C.png,Soul Fusion,SOFU-EN024,Common,Impcantation Bookstone,Monster,DARK,Spellcaster / Effect,5,0,0
310,IGAS-EN025 C.png,Ignition Assault,IGAS-EN025,Common,Cataclysmic Crusted Calcifida,Monster,EARTH,Fairy / Effect,8,2600,200
311,SOVR-EN005 C.png,Stardust Overdrive,SOVR-EN005,Common,Level Eater,Monster,DARK,Insect / Effect,1,600,0
312,COTD-EN000 R.png,Code of the Duelist,COTD-EN000,Rare,Vendread Houndhorde,Monster,DARK,Zombie / Effect,3,0,2100
313,TLM-EN033 UR.png,The Lost Millennium,TLM-EN033,Ultra Rare,Reshef the Dark Being,Monster,LIGHT,Fiend / Ritual / Effect,8,2500,1500
314,ETCO-EN043 UR.png,Eternity Code,ETCO-EN043,Ultra Rare,Ravenous Crocodragon Archethys,Monster,WATER,Fish / Synchro / Effect,9,1000,1000
315,NECH-EN024 ScR.png,The New Challengers,NECH-EN024,Secret Rare,Qliphort Disk,Monster,EARTH,Machine / Pendulum / Effect,7,2800,1000
316,GENF-EN035 R.png,Generation Force,GENF-EN035,Rare,Ghost Ship,Monster,LIGHT,Fiend / Effect,5,1900,1000
317,ORCS-EN028 C.png,Order of Chaos,ORCS-EN028,Common,Evolsaur Terias,Monster,FIRE,Dinosaur / Effect,6,2400,600
318,ABPF-EN026 R.png,Absolute Powerforce,ABPF-EN026,Rare,XX-Saber Garsem,Monster,EARTH,Beast / Effect,4,1400,400
319,PRIO-EN035 ScR.png,Primal Origin,PRIO-EN035,Secret Rare,Thestalos the Mega Monarch,Monster,FIRE,Pyro / Effect,8,2800,1000
320,CRV-EN001 C.png,Cybernetic Revolution,CRV-EN001,Common,Cycroid,Monster,EARTH,Machine,3,800,1000
321,RGBT-EN096 R.png,Raging Battle,RGBT-EN096,Rare,Ojama Red,Monster,LIGHT,Beast / Effect,2,0,1000
322,GLAS-EN001 C.png,Gladiator's Assault,GLAS-EN001,Common,Chamberlain of the Six Samurai,Monster,EARTH,Warrior,3,200,2000
323,SHVI-EN049 ScR.png,Shining Victories,SHVI-EN049,Secret Rare,Crystal Wing Synchro Dragon,Monster,WIND,Dragon / Synchro / Effect,8,3000,2500
324,CYHO-EN024 SP.png,Cybernetic Horizon,CYHO-EN024,Short Print,Cupid Volley,Monster,LIGHT,Fairy / Effect,1,600,600
325,CRMS-EN044 UR.png,Crimson Crisis,CRMS-EN044,Ultra Rare,Cosmic Fortress Gol'gar,Monster,LIGHT,Reptile / Synchro / Effect,5,2600,1800
326,RGBT-EN026 C.png,Raging Battle,RGBT-EN026,Common,Koa'ki Meiru Doom,Monster,WIND,Fiend / Effect,3,1700,800
327,CRMS-EN030 R.png,Crimson Crisis,CRMS-EN030,Rare,B.E.S. Big Core MK-2,Monster,FIRE,Machine / Effect,6,2400,1100
328,LED8-EN011 C.png,Legendary Duelists: Synchro Storm,LED8-EN011,Common,Speedroid Taketomborg,Monster,WIND,Machine / Effect,3,600,1200
329,CYHO-EN023 C.png,Cybernetic Horizon,CYHO-EN023,Common,Psychic Ace,Monster,DARK,Psychic / Effect,2,1000,0
330,RGBT-EN092 ScR.png,Raging Battle,RGBT-EN092,Secret Rare,Chaos-End Master,Monster,LIGHT,Warrior / Tuner / Effect,3,1500,1000
331,DIFO-EN098 SR.png,Dimension Force,DIFO-EN098,Super Rare,Odd-Eyes Wing Dragon,Monster,DARK,Dragon / Synchro / Pendulum / Effect,8,3000,2500
332,INOV-EN040 UR.png,Invasion: Vengeance,INOV-EN040,Ultra Rare,Metalfoes Mithrilium,Monster,FIRE,Psychic / Fusion / Effect,6,2600,1000
333,ORCS-EN020 R.png,Order of Chaos,ORCS-EN020,Rare,Inzektor Dragonfly,Monster,DARK,Insect / Effect,3,1000,1800
334,TAEV-EN083 ScR.png,Tactical Evolution,TAEV-EN083,Secret Rare,Cranium Fish,Monster,WATER,Fish / Effect,6,2400,1000
335,MRD-052 C.png,Metal Raiders,MRD-052,Common,Trent,Monster,EARTH,Plant,5,1500,1800
336,AST-016 R.png,Ancient Sanctuary,AST-016,Rare,Avatar of The Pot,Monster,EARTH,Rock / Effect,3,1200,1300
337,MRL-000 ScR.png,Spell Ruler,MRL-000,Secret Rare,Blue-Eyes Toon Dragon,Monster,LIGHT,Dragon / Toon / Effect,8,3000,2500
338,RGBT-EN029 SR.png,Raging Battle,RGBT-EN029,Super Rare,Reinforced Human Psychic Borg,Monster,EARTH,Psychic / Effect,4,1500,800
339,PTDN-EN002 C.png,Phantom Darkness,PTDN-EN002,Common,Atlantean Pikeman,Monster,WATER,Sea Serpent,2,1400,0
340,IOC-000 ScR.png,Invasion of Chaos,IOC-000,Secret Rare,Chaos Emperor Dragon - Envoy of the End,Monster,DARK,Dragon / Effect,8,3000,2500
341,EEN-EN002 C.png,Elemental Energy,EEN-EN002,Common,V-Tiger Jet,Monster,LIGHT,Machine / Normal,4,1600,1800
342,MFC-008 C.png,Magician's Force,MFC-008,Common,Pitch-Dark Dragon,Monster,DARK,Dragon / Union,3,900,600
343,TAEV-EN033 ScR.png,Tactical Evolution,TAEV-EN033,Secret Rare,Frost and Flame Dragon,Monster,WATER,Dragon / Effect,6,2300,2000
344,LOD-100 ScR.png,Legacy of Darkness,LOD-100,Secret Rare,Injection Fairy Lily,Monster,EARTH,Spellcaster / Effect,3,400,1500
345,CORE-EN037 R.png,Clash of Rebellions,CORE-EN037,Rare,Aromage Bergamot,Monster,FIRE,Plant / Effect,6,2400,1800
346,STON-EN034 UR.png,Strike of Neos,STON-EN034,Ultra Rare,Elemental HERO Air Neos,Monster,WIND,Warrior / Fusion / Effect,7,2500,2000
347,CRMS-EN033 SR.png,Crimson Crisis,CRMS-EN033,Super Rare,Dimension Fortress Weapon,Monster,DARK,Machine / Effect,4,1700,200
348,CORE-EN084 R.png,Clash of Rebellions,CORE-EN084,Rare,Kozmo Sliprider,Monster,LIGHT,Machine / Effect,5,2300,800
349,GENF-EN038 SP.png,Generation Force,GENF-EN038,Short Print,Milla the Temporal Magician,Monster,LIGHT,Spellcaster / Effect,4,1800,1000
350,RDS-EN017 C.png,Rise of Destiny,RDS-EN017,Common,Harpie Lady 1,Monster,WIND,Winged Beast / Effect,4,1300,1400
351,BACH-EN025 UR.png,Battle of Chaos,BACH-EN025,Ultra Rare,Chaos Nephthys,Monster,DARK,Winged Beast / Effect,8,2400,1600
352,BACH-EN043 SR.png,Battle of Chaos,BACH-EN043,Super Rare,Dark Dimension Soldier,Monster,DARK,Warrior / Synchro / Effect,5,1200,2400
353,EEN-EN033 UR.png,Elemental Energy,EEN-EN033,Ultra Rare,Elemental HERO Rampart Blaster,Monster,EARTH,Warrior / Fusion / Effect,6,2000,2500
354,DUEA-EN004 ScR.png,Duelist Alliance,DUEA-EN004,Secret Rare,Odd-Eyes Pendulum Dragon,Monster,DARK,Dragon / Pendulum / Effect,7,2500,2000
355,EOJ-EN004 UR.png,Enemy of Justice,EOJ-EN004,Ultra Rare,Destiny HERO - Dreadmaster,Monster,DARK,Warrior / Effect,8,0,0
356,MRD-041 C.png,Metal Raiders,MRD-041,Common,Kaminari Attack,Monster,WIND,Thunder / Fusion,5,1900,1400
357,DOCS-EN003 R.png,Dimension of Chaos,DOCS-EN003,Rare,Performapal Helpprincess,Monster,DARK,Warrior / Effect,4,1200,1200
358,FLOD-EN002 C.png,Flames of Destruction,FLOD-EN002,Common,Prompthorn,Monster,DARK,Cyberse / Effect,1,200,400
359,MRL-090 R.png,Spell Ruler,MRL-090,Rare,Mother Grizzly,Monster,WATER,Beast-Warrior / Effect,4,1400,1000
360,FOTB-EN065 ScR.png,Force of the Breaker,FOTB-EN065,Secret Rare,Plague Wolf,Monster,DARK,Zombie / Effect,3,1000,1000
361,GLAS-EN043 R.png,Gladiator's Assault,GLAS-EN043,Rare,Gladiator Beast Gaiodiaz,Monster,DARK,Dinosaur / Fusion / Effect,7,2600,1500
362,LODT-EN088 UR.png,Light of Destruction,LODT-EN088,Ultra Rare,Super-Ancient Dinobeast,Monster,EARTH,Dinosaur / Effect,8,2700,1400
363,PTDN-EN015 C.png,Phantom Darkness,PTDN-EN015,Common,Destiny HERO - Departed,Monster,DARK,Warrior / Effect,2,1000,0
364,MRL-025 C.png,Spell Ruler,MRL-025,Common,High Tide Gyojin,Monster,WATER,Aqua / Normal,4,1650,1300
365,DOCS-EN041 SP.png,Dimension of Chaos,DOCS-EN041,Short Print,Dr. Frankenderp,Monster,DARK,Psychic / Effect,3,300,300
366,ANPR-EN012 C.png,Ancient Prophecy,ANPR-EN012,Common,Infernity Beast,Monster,DARK,Beast / Effect,3,1600,1200
367,CIBR-EN039 R.png,Circuit Break,CIBR-EN039,Rare,Elemental Grace Doriado,Monster,LIGHT,Spellcaster / Effect,9,0,0
