,Online boarding,Inflight entertainment,Type of Travel,Class
908,2,4,Business travel,Eco
909,3,3,Business travel,Eco Plus
910,3,3,Business travel,Eco Plus
911,4,4,Business travel,Business
912,4,4,Business travel,Eco Plus
913,4,4,Business travel,Business
914,2,3,Personal Travel,Eco
915,5,4,Business travel,Business
916,4,3,Business travel,Business
917,4,4,Business travel,Business
918,2,5,Personal Travel,Eco
919,3,5,Personal Travel,Eco
920,5,1,Business travel,Eco Plus
921,3,5,Business travel,Business
922,2,1,Business travel,Business
923,1,1,Personal Travel,Eco
924,5,5,Business travel,Business
925,1,3,Personal Travel,Eco
926,5,3,Business travel,Business
927,4,4,Business travel,Business
928,1,3,Business travel,Eco
929,4,4,Business travel,Eco Plus
930,1,3,Business travel,Eco
931,2,3,Personal Travel,Eco
932,3,4,Business travel,Business
933,2,1,Personal Travel,Business
934,1,1,Business travel,Eco
935,1,4,Personal Travel,Business
936,3,5,Personal Travel,Eco
937,2,2,Business travel,Business
938,3,2,Business travel,Eco
939,3,4,Business travel,Eco
940,3,4,Business travel,Business
941,4,4,Business travel,Eco
942,5,5,Business travel,Business
943,4,5,Business travel,Business
944,4,5,Business travel,Business
945,2,4,Business travel,Eco
946,3,4,Business travel,Business
947,3,3,Business travel,Eco
948,5,3,Business travel,Business
949,4,5,Business travel,Eco
950,2,1,Personal Travel,Eco
951,1,4,Personal Travel,Eco
952,2,4,Personal Travel,Eco Plus
953,4,4,Business travel,Business
954,1,1,Business travel,Business
955,4,5,Personal Travel,Eco
956,3,3,Personal Travel,Eco
957,3,3,Personal Travel,Eco Plus
958,2,3,Personal Travel,Business
959,2,2,Business travel,Eco
960,1,2,Business travel,Eco
961,4,2,Personal Travel,Eco
962,4,3,Personal Travel,Eco Plus
963,1,1,Business travel,Business
964,3,1,Personal Travel,Eco Plus
965,4,4,Business travel,Business
966,5,5,Business travel,Eco
967,1,1,Business travel,Eco
968,4,2,Business travel,Business
969,5,4,Business travel,Business
970,2,2,Business travel,Business
971,5,4,Business travel,Eco
972,4,3,Business travel,Business
973,4,2,Personal Travel,Eco
974,3,3,Business travel,Eco
975,3,2,Business travel,Business
976,2,3,Personal Travel,Business
977,1,4,Personal Travel,Eco
978,5,4,Business travel,Business
979,3,5,Personal Travel,Eco
980,5,5,Business travel,Business
981,4,4,Business travel,Business
982,3,5,Business travel,Eco
983,3,2,Business travel,Eco
984,1,1,Business travel,Business
985,5,5,Business travel,Business
986,3,5,Business travel,Business
987,5,4,Business travel,Business
988,3,3,Business travel,Eco
989,4,4,Business travel,Business
990,4,4,Business travel,Business
991,3,4,Personal Travel,Eco
992,3,4,Business travel,Eco
993,3,2,Personal Travel,Eco
994,4,3,Business travel,Eco Plus
995,5,5,Business travel,Business
996,3,1,Personal Travel,Eco
997,4,1,Business travel,Business
998,4,5,Personal Travel,Eco
999,4,2,Personal Travel,Eco
1000,2,3,Personal Travel,Eco
1001,2,3,Personal Travel,Eco Plus
1002,4,4,Business travel,Eco
1003,3,2,Business travel,Business
1004,1,5,Business travel,Business
1005,4,4,Business travel,Business
1006,4,4,Personal Travel,Eco Plus
1007,4,4,Business travel,Business
1008,4,4,Business travel,Business
1009,4,3,Personal Travel,Eco
1010,4,3,Business travel,Eco
1011,4,4,Personal Travel,Eco
1012,4,4,Business travel,Business
1013,3,5,Business travel,Business
1014,5,5,Business travel,Business
1015,1,3,Business travel,Business
1016,5,4,Business travel,Business
1017,3,3,Personal Travel,Eco
1018,5,5,Business travel,Eco
1019,3,4,Business travel,Business
1020,4,1,Personal Travel,Business
1021,5,5,Business travel,Business
1022,3,2,Personal Travel,Eco
1023,4,3,Personal Travel,Eco
1024,5,3,Business travel,Business
1025,1,3,Personal Travel,Eco
1026,5,4,Business travel,Business
1027,5,2,Business travel,Business
1028,4,2,Business travel,Business
1029,3,3,Business travel,Business
1030,3,3,Business travel,Business
1031,5,4,Business travel,Business
1032,5,3,Business travel,Business
1033,3,2,Business travel,Business
1034,5,4,Business travel,Business
1035,3,5,Business travel,Business
1036,5,4,Business travel,Eco
1037,4,3,Personal Travel,Eco
1038,5,3,Personal Travel,Eco
1039,3,4,Business travel,Business
1040,5,5,Business travel,Business
1041,2,3,Business travel,Business
1042,5,5,Business travel,Business
1043,5,5,Business travel,Business
1044,2,3,Personal Travel,Eco
1045,4,3,Business travel,Business
1046,4,3,Business travel,Business
1047,5,1,Personal Travel,Eco Plus
1048,1,1,Personal Travel,Eco
1049,4,5,Personal Travel,Eco
1050,2,5,Business travel,Business
1051,5,5,Personal Travel,Eco
1052,3,3,Business travel,Business
1053,5,5,Business travel,Business
1054,1,1,Business travel,Business
1055,4,3,Business travel,Business
1056,3,1,Personal Travel,Eco
1057,4,4,Business travel,Business
1058,5,4,Business travel,Business
1059,5,3,Business travel,Business
1060,5,4,Business travel,Business
1061,3,3,Personal Travel,Eco
1062,5,4,Business travel,Business
1063,4,1,Personal Travel,Eco
1064,4,4,Business travel,Business
1065,3,2,Business travel,Eco
1066,2,2,Business travel,Eco
1067,3,1,Personal Travel,Eco
1068,2,4,Business travel,Eco
1069,2,5,Business travel,Eco
1070,1,4,Business travel,Business
1071,4,2,Personal Travel,Eco
1072,2,3,Business travel,Business
1073,3,5,Business travel,Business
1074,5,4,Business travel,Business
1075,5,4,Business travel,Business
1076,3,4,Personal Travel,Eco Plus
1077,4,4,Business travel,Business
1078,3,1,Business travel,Business
1079,5,5,Business travel,Business
1080,1,4,Business travel,Eco
1081,2,2,Business travel,Eco
1082,4,2,Personal Travel,Eco
1083,1,3,Business travel,Eco
1084,3,3,Business travel,Business
1085,5,5,Business travel,Eco
1086,2,5,Personal Travel,Eco
1087,1,3,Personal Travel,Eco
1088,2,4,Business travel,Business
1089,3,3,Business travel,Eco Plus
1090,4,2,Personal Travel,Eco
1091,4,1,Personal Travel,Eco
1092,4,2,Personal Travel,Eco
1093,4,5,Business travel,Business
1094,3,3,Business travel,Business
1095,4,5,Business travel,Eco
1096,4,2,Personal Travel,Eco
1097,4,4,Business travel,Eco
1098,2,1,Personal Travel,Eco
1099,1,3,Personal Travel,Business
1100,5,5,Business travel,Business
1101,4,3,Business travel,Eco
1102,2,5,Personal Travel,Eco
1103,5,5,Business travel,Business
1104,4,5,Business travel,Business
1105,2,3,Business travel,Business
1106,3,4,Business travel,Business
1107,2,2,Business travel,Eco
1108,4,5,Personal Travel,Eco
1109,2,3,Personal Travel,Eco
1110,4,4,Business travel,Eco
1111,1,2,Business travel,Eco
1112,2,1,Business travel,Business
1113,4,5,Business travel,Business
1114,5,5,Business travel,Business
1115,4,1,Business travel,Eco
1116,4,4,Business travel,Eco Plus
1117,5,4,Business travel,Eco
1118,4,4,Business travel,Business
1119,3,3,Personal Travel,Eco
1120,4,5,Business travel,Business
1121,2,5,Personal Travel,Eco
1122,3,4,Personal Travel,Eco
1123,1,5,Personal Travel,Eco
1124,2,5,Business travel,Business
1125,2,5,Personal Travel,Eco
1126,3,2,Personal Travel,Eco
1127,4,5,Business travel,Business
1128,2,5,Business travel,Eco Plus
1129,2,2,Business travel,Eco Plus
1130,2,2,Business travel,Business
1131,5,5,Business travel,Business
1132,5,3,Business travel,Business
1133,1,5,Business travel,Eco
1134,5,3,Personal Travel,Eco Plus
1135,4,2,Personal Travel,Eco
1136,3,1,Personal Travel,Eco Plus
1137,2,4,Personal Travel,Eco
1138,3,3,Personal Travel,Eco
1139,3,4,Personal Travel,Eco
1140,5,5,Business travel,Business
1141,5,1,Personal Travel,Eco
1142,5,4,Business travel,Business
1143,2,1,Personal Travel,Eco
1144,4,2,Business travel,Business
1145,4,5,Personal Travel,Eco
1146,1,4,Personal Travel,Eco
1147,4,2,Business travel,Business
1148,5,3,Business travel,Eco
1149,2,1,Personal Travel,Eco
1150,1,1,Business travel,Business
1151,1,5,Personal Travel,Eco
1152,5,5,Business travel,Business
1153,4,1,Business travel,Eco
1154,5,3,Personal Travel,Eco
1155,4,4,Business travel,Business
1156,4,5,Business travel,Business
1157,3,3,Personal Travel,Eco
1158,3,1,Personal Travel,Eco
1159,5,1,Personal Travel,Eco
1160,4,3,Business travel,Business
1161,2,4,Business travel,Business
1162,4,4,Business travel,Business
1163,3,2,Business travel,Eco
1164,3,4,Personal Travel,Eco
1165,3,5,Business travel,Business
1166,3,3,Business travel,Eco
1167,4,2,Business travel,Eco
1168,2,2,Business travel,Eco
1169,5,2,Personal Travel,Eco
1170,5,5,Business travel,Business
1171,4,4,Business travel,Business
1172,4,5,Business travel,Business
1173,4,3,Business travel,Business
1174,3,3,Business travel,Eco
1175,1,5,Business travel,Business
1176,3,2,Personal Travel,Eco
1177,2,5,Business travel,Business
1178,4,2,Personal Travel,Eco
1179,3,2,Business travel,Eco
1180,2,3,Personal Travel,Eco
1181,5,5,Business travel,Business
1182,4,1,Personal Travel,Eco
1183,4,4,Business travel,Business
1184,3,3,Business travel,Business
1185,2,1,Personal Travel,Eco
1186,4,4,Business travel,Business
1187,4,4,Business travel,Eco
1188,4,3,Business travel,Business
1189,5,2,Personal Travel,Eco
1190,5,5,Business travel,Business
1191,3,4,Business travel,Business
1192,5,5,Personal Travel,Eco
1193,4,4,Business travel,Business
1194,4,1,Personal Travel,Eco
1195,4,3,Business travel,Business
1196,4,2,Business travel,Business
1197,5,5,Business travel,Business
1198,4,5,Business travel,Eco
1199,4,4,Business travel,Business
1200,3,1,Business travel,Eco
1201,4,2,Personal Travel,Eco
1202,5,1,Personal Travel,Eco
1203,4,4,Business travel,Business
1204,4,2,Personal Travel,Eco
1205,4,5,Personal Travel,Eco
1206,1,2,Business travel,Business
1207,4,4,Business travel,Business
1208,3,4,Personal Travel,Eco
1209,5,1,Business travel,Business
1210,2,5,Business travel,Eco
1211,4,5,Business travel,Business
1212,4,3,Personal Travel,Eco
1213,5,3,Personal Travel,Eco
1214,2,2,Business travel,Eco
1215,4,1,Business travel,Business
1216,4,2,Personal Travel,Eco
1217,1,2,Business travel,Business
1218,1,4,Personal Travel,Eco
1219,5,5,Business travel,Eco Plus
1220,5,3,Business travel,Business
1221,1,5,Personal Travel,Eco
1222,1,4,Personal Travel,Eco
1223,3,5,Personal Travel,Eco
1224,2,2,Business travel,Business
1225,5,4,Business travel,Business
1226,2,4,Business travel,Eco
1227,3,4,Personal Travel,Eco Plus
1228,5,3,Business travel,Business
1229,4,2,Business travel,Eco
1230,3,3,Personal Travel,Eco
1231,1,1,Business travel,Eco
1232,3,1,Business travel,Eco
1233,1,2,Personal Travel,Eco
1234,4,3,Business travel,Business
1235,4,1,Personal Travel,Eco
1236,5,4,Business travel,Business
1237,2,2,Business travel,Business
1238,3,2,Business travel,Business
1239,2,5,Business travel,Eco
1240,5,5,Business travel,Business
1241,3,4,Business travel,Eco
1242,1,2,Business travel,Business
1243,4,4,Business travel,Business
1244,3,2,Personal Travel,Eco
1245,1,4,Business travel,Eco
1246,1,4,Business travel,Eco
1247,4,4,Business travel,Business
1248,2,2,Business travel,Eco
1249,2,1,Business travel,Eco
1250,4,2,Personal Travel,Business
1251,3,5,Personal Travel,Eco
1252,5,5,Business travel,Business
1253,1,4,Personal Travel,Eco Plus
1254,4,2,Business travel,Business
1255,2,3,Business travel,Eco
1256,3,1,Business travel,Business
1257,2,4,Personal Travel,Eco Plus
1258,5,5,Business travel,Business
1259,2,4,Personal Travel,Eco
1260,3,1,Business travel,Eco
1261,3,2,Personal Travel,Eco
1262,4,5,Business travel,Business
1263,4,5,Business travel,Business
1264,3,2,Business travel,Business
1265,3,3,Business travel,Eco Plus
1266,2,4,Business travel,Business
1267,4,4,Business travel,Business
1268,5,5,Business travel,Business
1269,5,4,Business travel,Business
1270,5,5,Personal Travel,Eco
1271,3,1,Personal Travel,Business
1272,5,4,Business travel,Business
1273,2,2,Personal Travel,Eco
1274,2,3,Business travel,Business
1275,2,2,Business travel,Business
1276,3,3,Personal Travel,Eco
1277,2,2,Business travel,Eco
1278,4,2,Personal Travel,Eco
1279,4,2,Business travel,Business
1280,5,5,Business travel,Eco
1281,5,3,Personal Travel,Eco
1282,2,2,Business travel,Eco
1283,3,1,Personal Travel,Eco
1284,4,5,Business travel,Business
1285,2,4,Personal Travel,Eco
1286,4,4,Business travel,Business
1287,1,4,Business travel,Eco
1288,2,2,Business travel,Business
1289,2,4,Personal Travel,Eco
1290,1,4,Business travel,Business
1291,1,1,Business travel,Eco
1292,3,4,Business travel,Business
1293,2,2,Personal Travel,Eco Plus
1294,5,3,Personal Travel,Eco
1295,3,1,Personal Travel,Eco
1296,3,3,Personal Travel,Eco Plus
1297,4,4,Personal Travel,Business
1298,4,3,Business travel,Eco Plus
1299,1,1,Personal Travel,Eco
1300,4,5,Business travel,Business
1301,3,4,Personal Travel,Eco
1302,5,5,Business travel,Business
1303,4,4,Business travel,Business
1304,1,1,Personal Travel,Eco
1305,3,5,Personal Travel,Eco
1306,4,4,Personal Travel,Eco
1307,4,4,Personal Travel,Eco
1308,1,3,Personal Travel,Eco
1309,4,4,Business travel,Business
1310,4,4,Business travel,Business
1311,5,5,Business travel,Business
1312,4,3,Business travel,Business
1313,2,4,Personal Travel,Eco Plus
1314,4,4,Business travel,Business
1315,4,5,Business travel,Business
1316,2,2,Business travel,Eco
1317,2,2,Business travel,Business
1318,2,2,Business travel,Eco
1319,3,5,Personal Travel,Eco
1320,5,4,Business travel,Business
1321,4,4,Business travel,Business
1322,5,4,Business travel,Business
1323,5,1,Personal Travel,Eco
1324,3,3,Business travel,Business
1325,3,2,Personal Travel,Eco
1326,2,2,Business travel,Eco
1327,4,5,Business travel,Business
1328,2,5,Personal Travel,Eco
1329,4,4,Business travel,Business
1330,4,4,Business travel,Business
1331,2,3,Business travel,Business
1332,1,2,Personal Travel,Eco
1333,4,4,Business travel,Eco
1334,3,2,Business travel,Business
1335,2,3,Personal Travel,Eco
1336,4,2,Personal Travel,Eco
1337,3,4,Personal Travel,Eco
1338,2,2,Personal Travel,Eco
1339,2,4,Business travel,Business
1340,2,4,Personal Travel,Eco
1341,2,2,Personal Travel,Eco
1342,2,3,Personal Travel,Eco
1343,4,2,Personal Travel,Business
1344,4,5,Business travel,Business
1345,3,3,Business travel,Eco
1346,2,3,Business travel,Business
1347,3,2,Business travel,Business
1348,2,1,Business travel,Business
1349,5,3,Business travel,Business
1350,2,5,Personal Travel,Eco Plus
1351,5,3,Personal Travel,Eco
1352,5,3,Personal Travel,Eco
1353,1,2,Business travel,Eco
1354,5,5,Business travel,Business
1355,1,1,Business travel,Business
1356,4,1,Business travel,Eco
1357,2,5,Personal Travel,Eco
1358,3,3,Personal Travel,Eco
1359,4,4,Business travel,Business
1360,4,5,Business travel,Business
1361,1,1,Business travel,Business
1362,5,4,Business travel,Eco
1363,4,5,Business travel,Business
1364,3,3,Personal Travel,Eco
1365,4,4,Business travel,Business
1366,2,4,Business travel,Eco
1367,4,5,Business travel,Business
1368,4,4,Personal Travel,Eco
1369,3,2,Personal Travel,Eco
1370,5,4,Business travel,Business
1371,1,2,Business travel,Business
1372,4,4,Personal Travel,Eco
1373,5,5,Personal Travel,Eco
1374,4,1,Business travel,Business
1375,2,2,Personal Travel,Eco
1376,4,1,Personal Travel,Eco
1377,4,4,Business travel,Eco Plus
1378,1,2,Business travel,Business
1379,2,1,Business travel,Business
1380,4,4,Business travel,Business
1381,3,3,Business travel,Eco
1382,4,2,Business travel,Business
1383,1,2,Personal Travel,Eco
1384,1,3,Business travel,Business
1385,3,3,Business travel,Eco
1386,1,1,Business travel,Business
1387,4,4,Business travel,Eco
1388,1,2,Business travel,Eco Plus
1389,4,4,Business travel,Business
1390,4,4,Business travel,Eco Plus
1391,1,4,Business travel,Business
1392,1,1,Business travel,Business
1393,4,3,Business travel,Business
1394,4,4,Business travel,Business
1395,3,3,Business travel,Eco
1396,3,3,Personal Travel,Eco
1397,2,1,Personal Travel,Eco
1398,4,5,Business travel,Eco
1399,1,5,Personal Travel,Eco Plus
1400,4,2,Business travel,Eco
1401,2,3,Personal Travel,Eco
1402,4,2,Personal Travel,Eco
1403,3,4,Personal Travel,Eco
1404,3,2,Personal Travel,Eco
1405,3,3,Business travel,Business
1406,3,4,Business travel,Business
1407,4,5,Business travel,Business
1408,4,4,Business travel,Business
1409,2,4,Personal Travel,Eco
1410,4,4,Business travel,Business
1411,5,3,Business travel,Business
1412,4,4,Business travel,Business
1413,2,4,Personal Travel,Eco Plus
1414,4,4,Business travel,Business
1415,3,4,Business travel,Eco
1416,2,5,Personal Travel,Business
1417,3,4,Business travel,Business
1418,1,2,Business travel,Business
1419,5,5,Business travel,Business
1420,4,4,Business travel,Business
1421,4,5,Personal Travel,Eco
1422,2,1,Personal Travel,Eco
1423,5,4,Business travel,Business
1424,2,5,Business travel,Eco
1425,2,1,Business travel,Business
1426,2,1,Personal Travel,Eco
1427,1,1,Business travel,Eco
1428,3,4,Business travel,Eco
1429,2,1,Business travel,Eco
1430,5,4,Business travel,Eco
1431,4,4,Business travel,Business
1432,4,5,Business travel,Business
1433,4,5,Business travel,Business
1434,3,3,Personal Travel,Eco
1435,5,5,Business travel,Business
1436,3,3,Business travel,Eco
1437,3,4,Business travel,Business
1438,1,2,Personal Travel,Eco
1439,5,3,Personal Travel,Eco
1440,1,5,Business travel,Eco
1441,2,1,Business travel,Eco
1442,5,4,Business travel,Business
1443,2,2,Personal Travel,Eco
1444,3,2,Business travel,Eco
1445,5,5,Business travel,Business
1446,3,2,Personal Travel,Eco
1447,3,1,Personal Travel,Eco
1448,5,4,Business travel,Business
